0.0,2.0,0.0,0.031,0.0,0.023,0.0,0.0824,0.1479591836734694,0.037000000000000005,0.08080808080808081,0.0,0.0,0.078,0.0,0.0,0.0,0.07653061224489796,2.0,0.04020100502512563,0.03571428571428571,0.0,4.0,0.045454545454545456,0.0,-0.366,0.04040404040404042,0.0,2.0,2.0,0.065,0.0,0.054000000000000006,3.0,0.0,0.0,0.0,3.0,0.1072,0.07,4.0,0.05583756345177665,0.0,2.0,0.0,0.1173469387755102,4.0,0.0,0.0,1.0,0.0,0.066,0.0,0.0,1.0,0.03015075376884422,-0.319,0.157,0.0,0.0,1.0,0.028,0.0,3.0,0.06091370558375635,2.0,2.0,0.116751269035533,0.03015075376884422,0.132,0.023,0.028
0.0,2.0,0.0,0.0,0.0,0.004,0.0,0.0977,0.07653061224489796,0.0,0.09090909090909093,0.0,0.0,0.118,0.0,0.0,2.0,0.12244897959183673,1.0,0.0,0.020408163265306117,0.0,3.0,0.13131313131313133,0.0,-0.194,0.045454545454545456,1.0,0.0,9.0,0.05,0.0,0.042,7.0,0.0,0.0,0.0,6.0,0.106,0.087,2.0,0.13705583756345174,0.0,0.0,0.0,0.08163265306122447,4.0,0.0,0.0,1.0,0.0,0.099,0.0,0.0,1.0,0.005025125628140704,-0.223,0.063,0.0,0.0,1.0,0.005,0.0,1.0,0.07614213197969544,1.0,4.0,0.08121827411167512,0.03015075376884422,0.053,0.008,0.027000000000000003
0.0,2.0,0.0,0.02,5.0,0.008,0.0,0.0717,0.07653061224489796,0.023,0.060606060606060615,0.0,0.0,0.084,0.0,0.0,0.0,0.040816326530612235,0.0,0.02512562814070352,0.04591836734693878,0.0,10.0,0.08080808080808081,0.0,-0.202,0.06565656565656566,0.0,2.0,8.0,0.084,1.0,0.071,1.0,0.0,1.0,1.0,5.0,0.1043,0.075,8.0,0.06091370558375635,0.0,3.0,2.0,0.08163265306122447,1.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,3.0,0.010050251256281407,-0.155,0.131,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.05076142131979696,2.0,0.0,0.07614213197969544,0.05025125628140704,0.111,0.04,0.047
0.0,2.0,1.0,0.012,1.0,0.012,0.0,0.0599,0.0663265306122449,0.014,0.0707070707070707,0.0,0.0,0.09,0.0,0.0,0.0,0.07142857142857142,1.0,0.01507537688442211,0.030612244897959183,1.0,3.0,0.08080808080808081,0.0,-0.086,0.060606060606060615,0.0,2.0,5.0,0.085,0.0,0.07400000000000001,3.0,0.0,2.0,0.0,2.0,0.0857,0.099,3.0,0.06598984771573604,1.0,3.0,0.0,0.12755102040816327,3.0,3.0,1.0,0.0,0.0,0.078,0.0,0.0,2.0,0.01507537688442211,-0.077,0.146,1.0,0.0,0.0,0.014,1.0,1.0,0.04060913705583756,0.0,3.0,0.1218274111675127,0.08040201005025126,0.128,0.058,0.076
0.0,1.0,0.0,0.041,0.0,0.019,1.0,0.0958,0.08673469387755102,0.05,0.08080808080808081,1.0,0.0,0.059,0.0,0.0,0.0,0.040816326530612235,0.0,0.055276381909547735,0.051020408163265314,2.0,4.0,0.08585858585858586,0.0,-0.265,0.05555555555555555,0.0,1.0,7.0,0.055,1.0,0.045,5.0,0.0,1.0,1.0,2.0,0.1143,0.06,1.0,0.07106598984771574,2.0,2.0,0.0,0.061224489795918366,5.0,1.0,0.0,1.0,0.0,0.049,1.0,0.0,3.0,0.02512562814070352,-0.315,0.095,0.0,0.0,0.0,0.023,1.0,2.0,0.06091370558375635,1.0,1.0,0.06598984771573604,0.05025125628140704,0.079,0.038,0.045
0.0,0.0,1.0,0.03,0.0,0.022,1.0,0.0978,0.061224489795918366,0.036000000000000004,0.09595959595959597,2.0,0.0,0.077,0.0,2.0,0.0,0.05612244897959184,1.0,0.04020100502512563,0.05612244897959184,0.0,0.0,0.0707070707070707,0.0,-0.379,0.05555555555555555,1.0,0.0,4.0,0.036000000000000004,1.0,0.03,1.0,2.0,0.0,0.0,0.0,0.1142,0.06,4.0,0.06091370558375635,2.0,0.0,0.0,0.12755102040816327,1.0,1.0,0.0,3.0,0.0,0.064,2.0,0.0,0.0,0.03015075376884422,-0.331,0.113,0.0,0.0,0.0,0.027000000000000003,0.0,1.0,0.045685279187817264,0.0,1.0,0.07106598984771574,0.035175879396984924,0.094,0.034,0.032
1.0,0.0,1.0,0.023,0.0,0.027000000000000003,4.0,0.0841,0.07142857142857142,0.028,0.06565656565656566,1.0,0.0,0.07400000000000001,1.0,1.0,1.0,0.05612244897959184,0.0,0.03015075376884422,0.051020408163265314,0.0,0.0,0.0707070707070707,0.0,-0.235,0.030303030303030307,1.0,0.0,1.0,0.069,8.0,0.057,1.0,3.0,9.0,0.0,3.0,0.1165,0.077,1.0,0.07106598984771574,1.0,0.0,0.0,0.12244897959183673,0.0,2.0,3.0,2.0,2.0,0.061,4.0,4.0,0.0,0.035175879396984924,-0.214,0.11,1.0,1.0,0.0,0.032,3.0,0.0,0.04060913705583756,0.0,2.0,0.07106598984771574,0.04522613065326633,0.092,0.038,0.041
1.0,2.0,0.0,0.063,1.0,0.063,3.0,0.0939,0.061224489795918366,0.077,0.020202020202020204,1.0,0.0,0.032,0.0,0.0,0.0,0.010204081632653059,0.0,0.08542713567839195,0.12755102040816327,0.0,3.0,0.045454545454545456,2.0,-0.29600000000000004,0.0707070707070707,1.0,0.0,2.0,0.055,2.0,0.045,1.0,1.0,2.0,0.0,1.0,0.1219,0.063,3.0,0.02030456852791878,1.0,0.0,1.0,0.030612244897959183,3.0,1.0,1.0,1.0,0.0,0.026,2.0,1.0,0.0,0.08542713567839195,-0.264,0.023,0.0,0.0,0.0,0.077,0.0,0.0,0.04060913705583756,0.0,1.0,0.05583756345177665,0.04522613065326633,0.019,0.108,0.041
1.0,2.0,1.0,0.044,1.0,0.037000000000000005,2.0,0.101,0.061224489795918366,0.054000000000000006,0.0707070707070707,0.0,0.0,0.063,0.0,1.0,0.0,0.08163265306122447,0.0,0.06030150753768844,0.05612244897959184,0.0,1.0,0.08585858585858586,0.0,-0.232,0.06565656565656566,1.0,0.0,4.0,0.054000000000000006,3.0,0.044,2.0,1.0,3.0,1.0,1.0,0.125,0.059,1.0,0.08121827411167512,0.0,0.0,0.0,0.08163265306122447,2.0,0.0,1.0,1.0,0.0,0.051,3.0,0.0,0.0,0.05025125628140704,-0.274,0.07200000000000001,1.0,0.0,0.0,0.045,0.0,1.0,0.045685279187817264,1.0,1.0,0.07106598984771574,0.06030150753768844,0.059,0.048,0.054000000000000006
0.0,3.0,0.0,0.048,2.0,0.041,1.0,0.104,0.08673469387755102,0.059,0.04040404040404042,0.0,1.0,0.036000000000000004,1.0,0.0,0.0,0.020408163265306117,0.0,0.06532663316582915,0.061224489795918366,0.0,3.0,0.0707070707070707,3.0,-0.394,0.08080808080808081,0.0,0.0,7.0,0.068,0.0,0.055,2.0,1.0,2.0,1.0,1.0,0.1156,0.055,4.0,0.03553299492385787,2.0,1.0,0.0,0.030612244897959183,3.0,1.0,0.0,2.0,0.0,0.029,1.0,0.0,2.0,0.055276381909547735,-0.448,0.063,0.0,1.0,0.0,0.05,1.0,2.0,0.05583756345177665,1.0,4.0,0.07614213197969544,0.04020100502512563,0.052000000000000005,0.081,0.036000000000000004
